0.911396,0.433744,1.265563
1.365051,0.229314,1.06378
0.997339,0.819046,1.645878
0.54325,0.17433,1.009507
0.939828,0.187273,1.022283
1.211769,0.500337,1.331294
0.645747,0.341099,1.174117
0.804744,0.618832,1.448255
1.14155,0.318102,1.151418
1.071418,0.587371,1.417202
0.736875,0.230212,1.064666
1.180794,0.171892,1.0071
0.753434,0.478948,1.310182
0.950222,0.305876,1.13935
1.010796,0.707652,1.535926
1.074431,0.415097,1.247158
0.78888,0.334691,1.167792
0.858127,0.719675,1.547793
1.056641,0.240125,1.07445
1.237275,0.391822,1.224183
0.948998,0.533525,1.364053
1.297761,0.292521,1.126168
0.664143,0.165898,1.001184
1.031257,0.489938,1.321029
0.967548,0.629705,1.458987
0.853979,0.278248,1.11208
0.596716,0.271159,1.105083
0.826599,0.17485,1.010021
0.724934,0.381794,1.214285
1.087643,0.654247,1.483212
1.054866,0.770306,1.597769
1.067736,0.165401,1.000694
0.970053,0.90699,1.732683
1.161063,0.437923,1.269688
0.952379,0.370788,1.203422
1.14245,0.25068,1.084869
0.822467,0.534949,1.365458
1.144125,0.558088,1.388298
1.395741,0.165047,1.000345
1.053207,0.319177,1.152479
0.817893,0.393239,1.225582
1.285225,0.204185,1.038976
0.756659,0.283481,1.117245
0.93991,0.776088,1.603475
1.12997,0.377205,1.209756
1.226641,0.257222,1.091327
1.122452,0.50471,1.335611
0.869379,0.347555,1.180489
0.816982,0.227238,1.06173
0.656009,0.239735,1.074065
0.983102,0.43934,1.271087
0.750545,0.532273,1.362816
1.295609,0.341991,1.174997
0.968534,0.243925,1.078202
1.010022,0.558992,1.38919
0.832038,0.441982,1.273694
0.92195,0.689817,1.518321
1.224115,0.322306,1.155567
0.888344,0.482553,1.31374
0.876085,0.597257,1.42696
0.743178,0.1738,1.008984
1.025546,0.355818,1.188646
1.127779,0.198257,1.033125
0.912321,0.817665,1.644514
0.953829,0.727458,1.555475
0.94679,0.85581,1.682166
0.853204,0.642183,1.471304
1.017906,0.27386,1.107749
0.940445,0.592232,1.421999
1.026841,0.620734,1.450133
1.297048,0.248369,1.082588
1.149299,0.602243,1.431881
0.916445,0.269329,1.103276
0.699394,0.428857,1.260739
0.821625,0.578531,1.408476
1.183708,0.350909,1.1838
1.091376,0.710695,1.538929
1.075951,0.459564,1.291049
1.227733,0.456133,1.287662
0.68591,0.285341,1.119081
0.580006,0.215273,1.04992
0.998347,0.400726,1.232972
0.871278,0.234599,1.068996
1.214664,0.206474,1.041235
0.704878,0.328389,1.161571
0.887798,0.756449,1.584091
1.0049,0.186915,1.021929
1.324542,0.169335,1.004577
0.883581,0.183019,1.018084
0.765013,0.417136,1.24917
1.045924,0.677031,1.505701
0.817274,0.492307,1.323368
0.888354,0.542719,1.373128
1.185188,0.533442,1.363971
0.608578,0.170958,1.006179
1.178519,0.297439,1.131022
1.053756,0.538307,1.368772
1.328008,0.271189,1.105112
0.97809,0.677623,1.506286
0.783726,0.1961,1.030996
0.994436,0.783836,1.611124
0.898267,0.656748,1.48568
1.003455,0.311387,1.14479
1.188145,0.404559,1.236756
0.980094,0.494465,1.325498
1.12144,0.630887,1.460154
1.119175,0.449427,1.281044
1.169181,0.475855,1.307129
1.244074,0.174235,1.009413
1.119544,0.407929,1.240082
0.915613,0.217871,1.052484
0.841774,0.683523,1.512109
1.079078,0.380601,1.213108
0.918153,0.337623,1.170686
0.933855,0.464635,1.296054
0.899153,0.386363,1.218796
1.030509,0.73923,1.567095
1.095391,0.269237,1.103186
1.281033,0.374699,1.207282
1.005105,0.522854,1.35352
0.834683,0.319455,1.152754
1.045295,0.208034,1.042775
1.001926,0.856207,1.682557
0.66545,0.380911,1.213414
0.631143,0.298971,1.132535
1.222694,0.421574,1.253551
1.006584,0.592536,1.422299
0.790538,0.256737,1.090848
0.782928,0.370313,1.202953
0.901793,0.721916,1.550004
1.251099,0.232577,1.067
0.745787,0.314983,1.148339
0.952926,0.415124,1.247184
0.993646,0.216875,1.051502
0.869541,0.304862,1.138349
1.24866,0.357107,1.189919
1.159904,0.222315,1.056871
1.017369,0.650624,1.479636
0.850063,0.372149,1.204766
0.859648,0.399575,1.231836
1.065882,0.501185,1.332131
1.078073,0.561441,1.391607
0.796344,0.464235,1.295659
1.221698,0.283778,1.117538
0.880012,0.571781,1.401813
0.803405,0.290988,1.124655
0.973724,0.341096,1.174114
0.774895,0.576407,1.406379
0.729293,0.447632,1.279271
0.906503,0.622514,1.45189
0.67752,0.206215,1.040979
0.92544,0.565216,1.395334
0.854043,0.495901,1.326915
0.718255,0.270093,1.10403
1.092968,0.53118,1.361738
1.175966,0.265321,1.09932
0.875452,0.517834,1.348564
0.928627,0.508683,1.339532
1.028414,0.426071,1.257989
0.981022,0.756205,1.58385
0.873671,0.443984,1.27567
0.913928,0.296889,1.13048
1.082743,0.196847,1.031733
0.644087,0.267552,1.101522
0.618477,0.245172,1.079432
1.050699,0.707569,1.535843
1.347526,0.197677,1.032552
1.317264,0.31912,1.152423
1.110054,0.231271,1.065711
0.840952,0.254626,1.088764
1.034704,0.384795,1.217248
1.25856,0.307391,1.140846
1.067787,0.29718,1.130767
1.184606,0.375982,1.208549
1.130183,0.527369,1.357976
1.085107,0.332772,1.165899
1.113213,0.169614,1.004852
0.94414,0.657119,1.486046
0.633084,0.204532,1.039318
1.265108,0.278609,1.112436
0.882168,0.692552,1.521021
0.700747,0.174469,1.009645
0.999157,0.46297,1.294411
0.705098,0.246935,1.081172
0.731772,0.407887,1.240041
0.946272,0.82024,1.647056
0.722339,0.201928,1.036748
0.788592,0.513138,1.343929
0.824764,0.349166,1.182079
1.066683,0.623506,1.452869
0.853968,0.202014,1.036833
1.32544,0.220806,1.055382
1.286177,0.168709,1.003959
0.974185,0.567301,1.397391
0.784082,0.170826,1.006049
0.803872,0.426015,1.257934
1.163905,0.196778,1.031665
0.997376,0.372565,1.205176
0.903005,0.245678,1.079931
1.337694,0.247922,1.082147
0.993809,0.880796,1.706828
1.116168,0.587834,1.417659
1.042196,0.594792,1.424526
0.972332,0.269638,1.103581
0.553264,0.200745,1.03558
1.031585,0.795975,1.623105
0.733617,0.345284,1.178248
0.893217,0.787444,1.614685
0.744942,0.504411,1.335315
0.981066,0.167998,1.003257
0.778481,0.54782,1.378162
1.135144,0.276558,1.110412
0.852539,0.469812,1.301165
1.059678,0.264956,1.09896
0.888366,0.412002,1.244103
1.182382,0.241852,1.076155
0.693049,0.392633,1.224985
1.097783,0.686681,1.515225
0.583051,0.24205,1.07635
0.574697,0.175707,1.010866
0.952484,0.213308,1.04798
0.832765,0.605344,1.434941
1.03407,0.463331,1.294767
0.947259,0.486528,1.317664
0.709892,0.302921,1.136434
1.069147,0.728155,1.556163
1.107635,0.308432,1.141873
0.975634,0.840103,1.666662
1.112334,0.472726,1.304041
1.079225,0.220156,1.05474
1.006374,0.247926,1.082151
1.213923,0.166005,1.00129
0.664788,0.317773,1.151093
1.358377,0.166725,1.002
1.03899,0.182956,1.018021
0.695196,0.357228,1.190037
1.187763,0.455525,1.287062
1.214814,0.374103,1.206694
1.218108,0.228628,1.063102
1.159039,0.499987,1.330949
0.856771,0.536544,1.367033
0.923629,0.403782,1.235989
1.259104,0.256818,1.090927
0.921346,0.366914,1.199598
0.768951,0.390575,1.222952
0.956785,0.794403,1.621554
0.996813,0.733544,1.561482
1.135977,0.342546,1.175545
0.973447,0.291442,1.125103
1.152665,0.392944,1.225291
0.981741,0.421413,1.253392
0.953831,0.752201,1.579898
1.223589,0.188088,1.023087
0.805001,0.312362,1.145752
0.972574,0.708857,1.537115
0.813899,0.555206,1.385452
0.951833,0.883472,1.70947
0.951393,0.393611,1.22595
1.086308,0.48409,1.315257
0.89419,0.322078,1.155342
0.819564,0.650806,1.479815
0.779765,0.220553,1.055132
1.262543,0.416597,1.248638
0.877176,0.62871,1.458005
1.030881,0.816783,1.643644
1.316505,0.196274,1.031167
0.757719,0.257253,1.091356
0.979372,0.543612,1.374009
0.80989,0.194837,1.029748
0.858213,0.168318,1.003573
1.048676,0.573839,1.403845
0.936359,0.237212,1.071575
1.058549,0.644563,1.473654
0.906579,0.590614,1.420403
1.012868,0.762411,1.589975
1.056534,0.359266,1.19205
1.027449,0.22526,1.059778
1.003252,0.341021,1.17404
0.850935,0.561306,1.391474
0.885026,0.215899,1.050538
0.764184,0.347489,1.180425
1.379243,0.20073,1.035565
0.788301,0.596555,1.426267
1.163123,0.581291,1.4112
1.104612,0.428444,1.260331
1.102803,0.364065,1.196787
1.115305,0.543545,1.373943
0.749787,0.19468,1.029594
1.146252,0.297323,1.130908
0.901412,0.454988,1.286532
1.05628,0.441258,1.27298
0.972156,0.193,1.027935
1.00851,0.674307,1.503013
0.96792,0.468384,1.299754
0.831633,0.626561,1.455884
0.62293,0.3201,1.15339
1.253032,0.197559,1.032435
0.676427,0.340909,1.17393
1.160411,0.415723,1.247776
1.097126,0.616072,1.445531
1.036251,0.288867,1.122561
1.057651,0.51946,1.350169
0.951487,0.327959,1.161147
0.743295,0.365028,1.197736
0.691511,0.225575,1.060089
0.834505,0.414448,1.246517
1.118939,0.567223,1.397314
0.676217,0.403668,1.235877
0.954723,0.442724,1.274427
0.938681,0.61384,1.443328
0.85655,0.424829,1.256764
0.725291,0.488793,1.3199
1.017602,0.839235,1.665806
0.982114,0.601674,1.43132
0.866873,0.257692,1.09179
1.111696,0.669041,1.497814
0.810382,0.369425,1.202077
0.782584,0.445873,1.277535
0.970282,0.515989,1.346743
0.89916,0.354063,1.186914
1.215808,0.474789,1.306077
0.701102,0.409744,1.241873
0.714562,0.471021,1.302357
1.248009,0.436427,1.268212
0.941235,0.281723,1.115509
0.915918,0.480751,1.311961
0.816691,0.516382,1.347131
1.289934,0.271333,1.105255
0.583708,0.196243,1.031137
0.785999,0.406067,1.238244
1.036511,0.551624,1.381917
1.377962,0.179262,1.014375
0.979692,0.650946,1.479953
0.84781,0.22412,1.058652
0.929257,0.838774,1.66535
1.19013,0.429921,1.261789
1.285552,0.228867,1.063338
1.194685,0.327401,1.160596
1.142269,0.169265,1.004507
0.674487,0.269161,1.103111
0.756669,0.454849,1.286395
1.107963,0.289456,1.123142
1.041574,0.658422,1.487333
1.223642,0.301934,1.13546
1.062906,0.474181,1.305477
0.974726,0.773254,1.600678
0.610051,0.21317,1.047844
0.914969,0.763403,1.590955
0.667868,0.360346,1.193115
0.69977,0.45028,1.281885
0.927398,0.167513,1.002778
0.888037,0.277194,1.11104
0.852773,0.583,1.412887
0.929406,0.544304,1.374692
0.931168,0.74332,1.571132
1.065837,0.689441,1.51795
0.775433,0.303289,1.136797
0.646786,0.181259,1.016347
1.030052,0.254956,1.089089
0.619609,0.279674,1.113487
1.185401,0.212145,1.046833
0.631549,0.226357,1.060861
1.187716,0.190024,1.024998
1.040775,0.403975,1.236179
1.256269,0.337164,1.170233
0.660889,0.287183,1.1209
1.141438,0.467533,1.298914
1.164933,0.543069,1.373473
0.806003,0.447409,1.279051
0.922801,0.642079,1.471202
1.044034,0.340179,1.173209
0.832007,0.300403,1.133948
0.895403,0.50291,1.333834
1.031086,0.720099,1.548211
1.060752,0.748503,1.576248
1.330774,0.294178,1.127804
0.740611,0.429149,1.261028
1.224061,0.346632,1.179579
1.183115,0.507856,1.338716
1.160982,0.332913,1.166037
0.9033,0.676054,1.504737
0.916854,0.199161,1.034017
0.946173,0.350655,1.18355
0.883341,0.735425,1.563339
1.159176,0.358257,1.191053
0.786866,0.238149,1.0725
0.951174,0.68732,1.515857
1.279528,0.318835,1.152141
0.875725,0.67203,1.500765
